ï»¿ASC_Name;Provider_id;NPI;City;State;Zip_Code;Year;ASC_1_Measure_Rate;ASC_1_Footnote;ASC_2_Measure_Rate;ASC_2_Footnote;ASC_3_Measure_Rate;ASC_3_Footnote;ASC_4_Measure_Rate;ASC_4_Footnote;ASC_5_Measure_Rate;ASC_5_Footnote;ASC_1_5_Encounter_Start_Date;ASC_1_5_Encounter_End_Date;ASC_6_SSChecklist;ASC_6_Footnote;ASC_7_Volume;ASC_7_Respiratory;ASC_7_Eye;ASC_7_Genitourinary;ASC_7_Musculoskeletal;ASC_7_Gastrointestinal;ASC_7_Nervous_System;ASC_7_Skin;ASC_7_Footnote;ASC_6_7_Encounter_Start_Date;ASC_6_7_Encounter_End_Date;ASC_8_rate;ASC_8_Footnote;ASC_8_Encounter_Date;ASC_9_rate;ASC_9_Footnote;ASC_10_rate;ASC_10_Footnote;ASC_9_10_Encounter_Start_Date;ASC_9_10_Encounter_End_Date;ASC_11_rate;ASC_11_Footnote;ASC_11_Encounter_Start_Date;ASC_11_Encounter_End_Date;ASC_12_Total_Cases;ASC_12_Performance_Category;ASC_12_Interval_Lower_Limit;ASC_12_Interval_Upper_Limit;ASC_12_Footnote;ASC_12_Encounter_Start_Date;ASC_12_Encounter_End_Date;ASC_12_RSHV_Rate
Calloway Creek Surgery Center, L.P.;45C0001466;1962626523;North Richland Hills;TX;76180;2016;0.000;;0.000;;0.000;;0.000;;982.30;;01/01/16;12/31/2016;Yes;;2,246;25;58;28;935;14;1,075;111;;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Journal Square Surgical Center;31C0001039;1962644906;Jersey City;NJ;7306;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Ccala Corp;40C0001028;1962651497;San Juan;PR;918;2016;0.000;;0.000;;0.000;;0.000;;968.42;;01/01/16;12/31/2016;Yes;;1,797;4;618;129;616;8;263;159;;01/01/16;12/31/2016;26.44;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Gastrointestinal Associates Endoscopy Center, LLC;52C0001082;1962663559;Wausau;WI;54401;2016;0.000;;0.000;;0.000;;1.131;;N/A;5;01/01/16;12/31/2016;Yes;;7,03;0;0;0;0;7,03;0;0;;01/01/16;12/31/2016;85.00;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;453;No Different than the National Rate;8.5;16.3;;01/01/16;12/31/2016;11.9
Boulder Medical Center;06C0001015;1962668319;Boulder;CO;80304;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;890;0;0;0;0;890;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;66.04;;84.39;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;317;No Different than the National Rate;8.6;16.8;;01/01/16;12/31/2016;12.0
Inland Surgery Center, Inc.;05C0001876;1962670687;Riverside;CA;92501;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;1;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Hyde Park Surgery Center;45C0001481;1962671487;Austin;TX;78751;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;1,644;112;0;0;942;0;588;2;;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Foot and Ankle Surgery Associates, Inc. PS;50C0001276;1962675520;Centralia;WA;98531;2016;0.000;1;0.000;1;0.000;1;0.000;1;1,000.00;1;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
32nd St Surgery Center;26C0001134;1962676304;Joplin;MO;64804;2016;0.000;;0.000;;0.605;;1.209;;1,000.00;;01/01/16;12/31/2016;Yes;;2,498;106;793;0;181;1,391;0;27;;01/01/16;12/31/2016;97.56;;2016/2017;67.98;;80.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;458;No Different than the National Rate;11.2;20.8;;01/01/16;12/31/2016;15.0
Baylor Surgicare at Plano;45C0001355;1962681130;Plano;TX;75093;2016;0.000;;0.000;;0.000;;0.000;;972.22;;01/01/16;12/31/2016;Yes;;7,178;25;450;0;308;6,207;184;4;;01/01/16;12/31/2016;85.58;;2016/2017;79.17;;98.55;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;848;No Different than the National Rate;8.9;16.5;;01/01/16;12/31/2016;12.2
ABQ Health Partners;32C0001119;1962685834;Albuquerque;NM;87104;2016;0.000;;1.965;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;3,976;0;0;0;0;3,976;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;76.12;;74.63;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;288;No Different than the National Rate;9.4;18.8;;01/01/16;12/31/2016;13.4
North Orange County Surgery Center;05C0001837;1962695122;Anaheim;CA;92801;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;7,125;0;0;0;0;7,125;0;0;;01/01/16;12/31/2016;85.71;;2016/2017;66.35;;89.80;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;207;No Different than the National Rate;8.8;17.3;;01/01/16;12/31/2016;12.5
Downey Plastic Surgery;50C0001264;1962707364;Seattle;WA;98133;2016;0.000;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Surgcenter of Whitmarsh, LLC;21C0001519;1962714154;Baltimore;MD;21220;2016;0.000;;0.000;;0.000;;0.000;;977.65;;01/01/16;12/31/2016;Yes;;881;0;0;32;563;0;185;101;;01/01/16;12/31/2016;36.17;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
WF Endoscopy, LLC dba Wake Forest Endoscopy Ctr;34C0001176;1962743310;Wake Forest;NC;27587;2016;0.000;;1.686;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;4,008;0;0;0;0;4,008;0;0;;01/01/16;12/31/2016;89.66;;2016/2017;97.63;;89.52;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;288;No Different than the National Rate;8.4;16.3;;01/01/16;12/31/2016;11.8
Scnetx, LLC;45C0001179;1962772871;Texarkana;TX;75503;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;1,819;30;1,059;224;227;144;127;8;;01/01/16;12/31/2016;94.20;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Surg Center of Silver Spring LLC;21C0001531;1962788059;Silver Spring;MD;20910;2016;0.000;;0.000;;0.000;;0.000;;923.08;;01/01/16;12/31/2016;Yes;;407;133;87;0;150;5;20;12;;01/01/16;12/31/2016;94.59;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;100.00;;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Capitol St Surgery Center;15C0001196;1962815746;Indianapolis;IN;46202;2016;0.000;;0.000;;0.000;;0.000;;942.86;;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Guilford Surgery Center LLC;07C0001062;1962879932;Guilford;CT;6437;2016;0.000;1;0.000;1;0.000;1;0.000;1;1,000.00;1;01/01/16;12/31/2016;Yes;;202;0;0;118;66;0;0;18;;01/01/16;12/31/2016;96.92;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Westmoreland ASC;33C0001155;1962893354;Westmoreland;NY;13490;2016;0.000;;0.000;;0.000;;0.000;;996.99;;01/01/16;12/31/2016;Yes;;4,519;0;2;4;1,967;0;2,491;55;;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
The Oregon Clinic;38C0001045;1962952655;Portland;OR;97220;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;78.41;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Rush Copley Surgicenter LLC;14C0001095;1962959296;Aurora;IL;60504;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;Yes;;1,389;0;0;0;705;0;684;0;;01/01/16;12/31/2016;95.24;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
La Jolla Orthopedic Surgery Center;05C0001519;1972503233;La Jolla;CA;92037;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;4,208;52;1,189;0;2,469;60;416;22;;01/01/16;12/31/2016;93.07;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Village Surgicenter;39C0001082;1972508174;Erie;PA;16506;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;5,055;15;1,5;5;972;2,126;97;340;;01/01/16;12/31/2016;91.76;;2016/2017;6.90;;66.93;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;113;No Different than the National Rate;9.7;19.3;;01/01/16;12/31/2016;13.5
Middlesex Endoscopy Center, LLC;07C0001042;1972522985;Newington;CT;6111;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;9,478;0;0;0;0;9,478;0;0;;01/01/16;12/31/2016;N/A;5;2016/2017;92.66;;83.03;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;725;No Different than the National Rate;9.4;17.0;;01/01/16;12/31/2016;12.7
Surgicare of Central Jersey;31C0001005;1972526242;Watchung;NJ;7069;2016;0.000;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;6,973;0;1,181;9;17;5,539;180;47;;01/01/16;12/31/2016;77.11;;2016/2017;19.88;;62.74;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;626;No Different than the National Rate;9.2;17.3;;01/01/16;12/31/2016;12.7
South Main Surgery Center;46C0001014;1972528537;St. George;UT;84770;2016;0.000;;0.000;;0.000;;0.000;;981.22;;01/01/16;12/31/2016;Yes;;263;0;0;0;242;0;0;21;;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Bristol Spine Center;44C0001153;1972528800;Bristol;TN;37620;2016;0.000;;0.000;;0.000;;0.000;;0.00;;01/01/16;12/31/2016;Yes;;1,304;0;0;14;1,288;0;0;2;;01/01/16;12/31/2016;79.41;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Bergen Gastroenterology;31C0001035;1972531523;Emerson;NJ;7630;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;92.31;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Wilton Surgery Center;07C0001044;1972532539;Wilton;CT;6897;2016;0.355;;0.355;;0.355;;0.710;;800.00;1;01/01/16;12/31/2016;Yes;;6,506;0;3,423;0;0;2,744;253;86;;01/01/16;12/31/2016;86.84;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;161;No Different than the National Rate;8.7;17.3;;01/01/16;12/31/2016;12.2
OSI-The Opthalmolgy and Surgical Institute of Central PA;39C0001194;1972535292;Carlisle;PA;17015;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;5,778;0;4,471;0;635;0;665;7;;01/01/16;12/31/2016;43.90;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Ocean Endosurgery Center;31C0001095;1972541415;Toms River;NJ;8755;2016;0.000;;0.000;;0.000;;0.621;;0.00;1;01/01/16;12/31/2016;Yes;;5,203;0;0;0;0;5,203;0;0;;01/01/16;12/31/2016;86.49;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;1385;No Different than the National Rate;10.2;17.3;;01/01/16;12/31/2016;13.3
Physicians Surgical Center;14C0001055;1972548626;Belleville;IL;62220;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;68.57;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Summit Endoscopy Center;44C0001077;1972549491;Union City;TN;38261;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;3,038;0;0;0;0;3,038;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;97.54;;79.12;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;495;No Different than the National Rate;8.6;16.2;;01/01/16;12/31/2016;11.8
Prescott Urocenter Ambulatory Surgical Center;03C0001083;1972549517;Prescott;AZ;86301;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;30.77;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Glen Ridge Surgicenter;31C0001102;1972556900;Glen Ridge;NJ;7028;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;1,085;0;0;0;430;122;475;58;;01/01/16;12/31/2016;75.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Proliance Surgeons, Inc. P.S.;50C0001229;1972565745;Puyallup;WA;98374;2016;0.000;;0.000;;0.000;;4.511;;1,000.00;;01/01/16;12/31/2016;Yes;;1,711;0;0;0;1,143;0;565;3;;01/01/16;12/31/2016;75.76;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Proliance Surgeons, Inc. P.S.;50C0001149;1972565745;Puyallup;WA;98374;2016;0.000;;0.000;;0.000;;4.511;;1,000.00;;01/01/16;12/31/2016;Yes;;1,711;0;0;0;1,143;0;565;3;;01/01/16;12/31/2016;71.30;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Florence Surgery Center;01C0001022;1972568830;Florence;AL;35630;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;4,136;58;2,06;15;1,513;42;440;8;;01/01/16;12/31/2016;82.42;;2016/2017;44.00;;78.57;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;Number of Cases Too Small;N/A;N/A;1;01/01/16;12/31/2016;N/A
Methodist Medical Center ASC, L.P.;45C0001371;1972570117;San Antonio;TX;78229;2016;0.000;;0.000;;0.000;;0.000;;981.25;;01/01/16;12/31/2016;Yes;;4,623;730;1,614;850;55;1,095;0;279;;01/01/16;12/31/2016;51.93;;2016/2017;3.39;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;33;No Different than the National Rate;8.9;18.4;;01/01/16;12/31/2016;12.8
The Headache and Pain Center, PA;17C0001005;1972570414;Overland Park;KS;66223;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;54;0;0;0;0;0;54;0;;01/01/16;12/31/2016;92.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Arkansas Endoscopy Center, PA;04C0001024;1972574200;Little Rock;AR;72205;2016;5.376;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;685;0;0;0;0;685;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;1.59;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;246;No Different than the National Rate;9.2;17.6;;01/01/16;12/31/2016;12.8
Kenneth G. Amend, M.D. Inc.;36C0001042;1972576957;Cincinnati;OH;45239;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
The Tampa Florida Endoscopy ASC LLC;10C0001440;1972577161;Tampa;FL;33603;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;9,643;0;0;0;0;9,643;0;0;;01/01/16;12/31/2016;35.29;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;739;No Different than the National Rate;9.3;17.3;;01/01/16;12/31/2016;12.7
Endoscopy Center of Yuma;03C0001241;1972578367;Yuma;AZ;85364;2016;0.000;;0.000;;0.000;;0.461;;N/A;5;01/01/16;12/31/2016;Yes;;4,012;0;0;0;0;4,012;0;0;;01/01/16;12/31/2016;80.77;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;996;No Different than the National Rate;10.4;18.5;;01/01/16;12/31/2016;13.8
Sun City Endoscopy Center;03C0001080;1972578771;Sun City;AZ;85351;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;6,288;0;0;0;0;6,288;0;0;;01/01/16;12/31/2016;87.50;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;1393;No Different than the National Rate;8.6;15.0;;01/01/16;12/31/2016;11.4
Cumberland Surgery Center, Inc.;39C0001105;1972599793;Mechanicsburg;PA;17055;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;0.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Front Range Endoscopy Centers, LLC;06C0001119;1972607067;Colorado Springs;CO;80903;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;90.91;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Scripps Mercy Surgery Pavilion;05C0001670;1972668317;San Diego;CA;92103;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;3,092;30;1,778;194;107;101;596;286;;01/01/16;12/31/2016;52.94;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Hand Surgery and Rehabilitation Center;31C0001051;1972673713;Marlton;NJ;8053;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Texas Regional Eye Center ASC;45C0001403;1972675668;Bryan;TX;77802;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;2,165;161;2,003;0;0;0;0;1;;01/01/16;12/31/2016;92.06;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Pgc Endoscopy Center for Excellence, LLC;39C0001237;1972678449;Philadelphia;PA;19111;2016;0.000;;0.000;;0.000;;0.000;;500.00;1;01/01/16;12/31/2016;Yes;;3,098;0;0;0;0;3,098;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;88.06;;35.06;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;299;No Different than the National Rate;9.0;17.5;;01/01/16;12/31/2016;12.6
Pacific Coast Surgical CTR #7 LLC;05C0001393;1972692754;Delano;CA;93215;2016;0.000;;0.000;;2.976;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,54;0;1,54;0;0;0;0;0;;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;100.00;;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
436 Beverly Hills, LLC;05C0001223;1972694487;Beverly Hills;CA;90210;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;453;20;0;0;0;374;0;59;;01/01/16;12/31/2016;78.18;;2016/2017;19.40;;18.97;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;180;No Different than the National Rate;8.6;17.0;;01/01/16;12/31/2016;12.2
The Raleigh Nc Endoscopy ASC, LLC;34C0001123;1972694982;Raleigh;NC;27615;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;5,47;0;0;0;0;5,47;0;0;;01/01/16;12/31/2016;79.37;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;543;No Different than the National Rate;8.7;16.4;;01/01/16;12/31/2016;11.9
Novi Surgery Center;23C0001104;1972711471;Novi;MI;48375;2016;0.000;;0.000;;0.000;;0.000;;939.39;;01/01/16;12/31/2016;Yes;;3,658;7;1,481;127;498;1,458;68;19;;01/01/16;12/31/2016;25.73;;2016/2017;93.60;;16.43;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;142;No Different than the National Rate;9.3;18.6;;01/01/16;12/31/2016;13.1
Digestive Disease Associates Endoscopy Suite;07C0001054;1972758183;Branford;CT;6405;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;2,218;0;0;0;0;2,218;0;0;;01/01/16;12/31/2016;86.36;;2016/2017;93.31;;81.66;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;337;No Different than the National Rate;10.1;19.1;;01/01/16;12/31/2016;13.8
Outpatient Eye Surgery Center;19C0001028;1972770022;Metairie;LA;70006;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;60.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Bellevue Ambulatory Surgery Center;50C0001280;1972774180;Bellevue;WA;98004;2016;0.000;1;0.000;1;0.000;1;0.000;1;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;99.06;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;Number of Cases Too Small;N/A;N/A;1;01/01/16;12/31/2016;N/A
GA Endoscopy Center, LLC;26C0001137;1972778579;Cape Girardeau;MO;63701;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;4,288;0;0;0;0;4,288;0;0;;01/01/16;12/31/2016;89.47;;2016/2017;87.85;;93.17;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;888;No Different than the National Rate;9.2;16.6;;01/01/16;12/31/2016;12.4
Dupage Eye Surgery Center, LLC;14C0001133;1972786721;Wheaton;IL;60187;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;76.56;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Palms Surgery Center LLC;19C0001015;1972794329;Abbeville;LA;70510;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;80.95;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
